	premise	hypothesis	type-of-inference	metadata	label
3714	Awh. Really cute that everybody gives a fuck. s #Annoyed	I'm annoyed that nobody cares.	sarcasm	{'snum': '379044379744165888-3', 'incongruency': 'explicit'}	?
3715	Awh. Really cute that everybody gives a fuck. s #Annoyed	It's not fun that no one gives a fuck.	sarcasm	{'snum': '379044379744165888-4', 'incongruency': 'explicit'}	?
3716	Is Thanksgiving today? I would have never known if it weren't for social media..... Close call.	Everyone is talking about it being Thanksgiving on social media, as if everyone didn't know.	sarcasm	{'snum': '406077168327081984-1', 'incongruency': 'implicit'}	?
3717	Is Thanksgiving today? I would have never known if it weren't for social media..... Close call.	I didn't need all these posts on social media to tell me that it is Thanksgiving.	sarcasm	{'snum': '406077168327081984-2', 'incongruency': 'implicit'}	?
3718	Is Thanksgiving today? I would have never known if it weren't for social media..... Close call.	Is Thanksgiving today? I would have known even if it weren't for social media.....	sarcasm	{'snum': '406077168327081984-3', 'incongruency': 'implicit'}	?
3719	Yes, ref, I did trip that girl! That's why I'm on the ground and she's running off. Good call!	No, I didn't trip the girl.	sarcasm	{'snum': '378955888993656832-1', 'incongruency': 'explicit'}	?
3720	Yes, ref, I did trip that girl! That's why I'm on the ground and she's running off. Good call!	No, ref, I didn't trip that girl! That's why I'm on the ground and she's running off. Terrible call!	sarcasm	{'snum': '378955888993656832-2', 'incongruency': 'explicit'}	?
3721	Yes, ref, I did trip that girl! That's why I'm on the ground and she's running off. Good call!	No, I didn't trip that girl. That's why I'm on the ground and she's running off.	sarcasm	{'snum': '378955888993656832-3', 'incongruency': 'explicit'}	?
3722	Yes, ref, I did trip that girl! That's why I'm on the ground and she's running off. Good call!	I didn't trip that girl, ref.  That's why I'm on the ground and she's running off.  Awful call.	sarcasm	{'snum': '378955888993656832-4', 'incongruency': 'explicit'}	?
3723	Yes, ref, I did trip that girl! That's why I'm on the ground and she's running off. Good call!	Yes, ref, that girl tripped me! That's why I'm on the ground and she's running off.  Bad Call!	sarcasm	{'snum': '378955888993656832-5', 'incongruency': 'explicit'}	?
3724	Made two cups of tea so my brother could have one to find he already has one! Glad to see he made me one	I wish my brother had thought to make me a cup of tea since I went out of my way to make him one.	sarcasm	{'snum': '378966835741597696-1', 'incongruency': 'implicit'}	?
3725	Made two cups of tea so my brother could have one to find he already has one! Glad to see he made me one	Made two cups of tea so my brother could have one to find he already has one! Why didn't he make me one?!	sarcasm	{'snum': '378966835741597696-2', 'incongruency': 'implicit'}	?
3726	Made two cups of tea so my brother could have one to find he already has one! Glad to see he made me one	Made two cups of tea so my brother could have one to find he already has one! He should have made me one, too.	sarcasm	{'snum': '378966835741597696-3', 'incongruency': 'implicit'}	?
3727	Made two cups of tea so my brother could have one to find he already has one! Glad to see he made me one	I made two cups of coffee to give one to my brother but then I found out he had already left. I think he's a jerk for not making me one!	sarcasm	{'snum': '378966835741597696-4', 'incongruency': 'implicit'}	?
3728	Made two cups of tea so my brother could have one to find he already has one! Glad to see he made me one	I am more considerate than my brother.	sarcasm	{'snum': '378966835741597696-5', 'incongruency': 'implicit'}	?
3729	Finally getting a hair cut today!! It's only been 6 months... #nbd #byebyesplitends	After six months I'm finally getting a hair cut.	sarcasm	{'snum': '420575828863639552-1', 'incongruency': 'implicit'}	?
3730	Finally getting a hair cut today!! It's only been 6 months... #nbd #byebyesplitends	I should have gotten a hair cut 6 months ago but I'm finally cutting it today.	sarcasm	{'snum': '420575828863639552-2', 'incongruency': 'implicit'}	?
3731	Finally getting a hair cut today!! It's only been 6 months... #nbd #byebyesplitends	I should have got my hair cut earlier.	sarcasm	{'snum': '420575828863639552-3', 'incongruency': 'implicit'}	?
3732	Finally getting a hair cut today!! It's only been 6 months... #nbd #byebyesplitends	Finally getting a hair cut today!!!  It's been more than 6 months and I really need it.	sarcasm	{'snum': '420575828863639552-4', 'incongruency': 'implicit'}	?
3733	Dear cat. You don't even understand the appreciation I have for your actions. Emily #No	Sometimes my cat does things that bother me.	sarcasm	{'snum': '380522086894034945-1', 'incongruency': 'explicit'}	?
3734	Dear cat. You don't even understand the appreciation I have for your actions. Emily #No	I hate my cat's actions.	sarcasm	{'snum': '380522086894034945-2', 'incongruency': 'explicit'}	?
3735	Dear cat. You don't even understand the appreciation I have for your actions. Emily #No	I hate my cat's actions.	sarcasm	{'snum': '380522086894034945-3', 'incongruency': 'explicit'}	?
3736	Dear cat. You don't even understand the appreciation I have for your actions. Emily #No	Dear cat. You don't even understand the unappreciation I have for your actions. Emily #No	sarcasm	{'snum': '380522086894034945-4', 'incongruency': 'explicit'}	?
3737	Dear cat. You don't even understand the appreciation I have for your actions. Emily #No	Dear cat.  You con't even understand my annoyance at your actions.  Emily #no	sarcasm	{'snum': '380522086894034945-5', 'incongruency': 'explicit'}	?
3738	ToUser loved hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	People didn't pay attention to something I found to be important.	sarcasm	{'snum': '379058725736423424-1', 'incongruency': 'implicit'}	?
3739	ToUser loved hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	I hated hearing that read out, I am not pleased you are all taking notice.	sarcasm	{'snum': '379058725736423424-2', 'incongruency': 'implicit'}	?
3740	ToUser loved hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	Hated hearing that read out, so aggravated you're all taking notice	sarcasm	{'snum': '379058725736423424-3', 'incongruency': 'implicit'}	?
3741	ToUser loved hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	I don't want to hear that read out.	sarcasm	{'snum': '379058725736423424-4', 'incongruency': 'implicit'}	?
3742	ToUser loved hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	@User didn't like hearing that read out , so pleased your all taking notice #whispertahbabes #imhilarious	sarcasm	{'snum': '379058725736423424-5', 'incongruency': 'implicit'}	?
3743	Well that was worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	The Mayweather Alvarez match was very disappointing.	sarcasm	{'snum': '379114350935822336-1', 'incongruency': 'implicit'}	?
3744	Well that was worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	That was not worth timing a nighttime feed for!	sarcasm	{'snum': '379114350935822336-2', 'incongruency': 'implicit'}	?
3745	Well that was worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	That fight wasn't worth timing a nighttime feed for.	sarcasm	{'snum': '379114350935822336-3', 'incongruency': 'implicit'}	?
3746	Well that was worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	Well that was not worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	sarcasm	{'snum': '379114350935822336-4', 'incongruency': 'implicit'}	?
3747	Well that was worth timing a nighttime feed for! #MayweatherAlvarez #shouldastayedinbed	That was a waste of time.	sarcasm	{'snum': '379114350935822336-5', 'incongruency': 'implicit'}	?
3748	I love seeing that iOS 7 is bringing everyone together.:) #ICouldCareLessAboutit	I don't understand why people care so much about iOS 7	sarcasm	{'snum': '380380459500601344-1', 'incongruency': 'implicit'}	?
3749	I love seeing that iOS 7 is bringing everyone together.:) #ICouldCareLessAboutit	I don't care about iOS 7.	sarcasm	{'snum': '380380459500601344-2', 'incongruency': 'implicit'}	?
3750	I love seeing that iOS 7 is bringing everyone together.:) #ICouldCareLessAboutit	I am tired of hearing about iOS7.	sarcasm	{'snum': '380380459500601344-3', 'incongruency': 'implicit'}	?
3751	I love seeing that iOS 7 is bringing everyone together.:) #ICouldCareLessAboutit	I don't love seeing that iOS 7 is bringing everyone together.:) #ICouldCareLessAboutit	sarcasm	{'snum': '380380459500601344-4', 'incongruency': 'implicit'}	?
3752	Like omg I'm totes watching the game. I'm like so different from other girls. Like you should marry me. #iamwatchingthegamethough	Watching sports makes me feel like I am just another guy friend.	sarcasm	{'snum': '378997557751721984-1', 'incongruency': 'implicit'}	?
3753	Like omg I'm totes watching the game. I'm like so different from other girls. Like you should marry me. #iamwatchingthegamethough	Girls who watch the game are not different from other girls.	sarcasm	{'snum': '378997557751721984-2', 'incongruency': 'implicit'}	?
3754	Like omg I'm totes watching the game. I'm like so different from other girls. Like you should marry me. #iamwatchingthegamethough	Every girl says they actually watch the game so they're different from the other girls.	sarcasm	{'snum': '378997557751721984-3', 'incongruency': 'implicit'}	?
3755	Like omg I'm totes watching the game. I'm like so different from other girls. Like you should marry me. #iamwatchingthegamethough	Like omg I'm totes watching the game. I'm like so not different from other girls. Like you should marry me. #iamwatchingthegamethough	sarcasm	{'snum': '378997557751721984-4', 'incongruency': 'implicit'}	?
3756	@SayMyName2 #dses2013... is this what a leader looks like? #justsaying #teamskeetle http://t.co/B8XqnIoCWg	This person looks very unprofessional.	sarcasm	{'snum': '389536641624178688-1', 'incongruency': 'explicit'}	?
3757	@SayMyName2 #dses2013... is this what a leader looks like? #justsaying #teamskeetle http://t.co/B8XqnIoCWg	This is not what a leader looks like.	sarcasm	{'snum': '389536641624178688-2', 'incongruency': 'explicit'}	?
3758	@SayMyName2 #dses2013... is this what a leader looks like? #justsaying #teamskeetle http://t.co/B8XqnIoCWg	This is not what a leader looks like.	sarcasm	{'snum': '389536641624178688-3', 'incongruency': 'explicit'}	?
3759	@SayMyName2 #dses2013... is this what a leader looks like? #justsaying #teamskeetle http://t.co/B8XqnIoCWg	.@SayMyName2 #dses2013... This is not what a leader looks like #justsaying #teamskeetle http://t.co/B8XqnIoCWg	sarcasm	{'snum': '389536641624178688-4', 'incongruency': 'explicit'}	?
3760	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	Instead of celebrating Christmas, I have to work. I am not happy about this.	sarcasm	{'snum': '415523935686373376-1', 'incongruency': 'implicit'}	?
3761	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Not really a celebration!	sarcasm	{'snum': '415523935686373376-2', 'incongruency': 'implicit'}	?
3762	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	2 bedside teaching tomorrow is not a good way to celebrate Christmas hol.	sarcasm	{'snum': '415523935686373376-3', 'incongruency': 'implicit'}	?
3763	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	I'm spending the Christmas hol tomorrow with 2 bedside teaching! It is certainly not a celebration! #nervous #whathaveIlearnt	sarcasm	{'snum': '415523935686373376-4', 'incongruency': 'implicit'}	?
3764	Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	Not 'Celebrating' Christmas hol tomorrow with 2 bedside teaching! Fuuuu Really a celebration! #nervous #whathaveIlearnt	sarcasm	{'snum': '415523935686373376-5', 'incongruency': 'implicit'}	?
